price;title;location;surface;rooms
620000;Mieszkanie Warszawa Muranów, ul. Anielewicza;Muranów;50.0;3
450000;Mieszkanie Warszawa Stary Mokotów, ul. Grażyny;Stary Mokotów;22.21;2
513000;Mieszkanie Warszawa Targówek, ul. Wysockiego;Targówek;54.0;3
479000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;47.0;3
816000;Mieszkanie Warszawa Żoliborz, ul. arch. Rafała Krajewskiego;Żoliborz;55.0;3
625000;Mieszkanie Warszawa Stara Ochota, ul. Nowowiejska;Stara Ochota;38.0;2
409000;Mieszkanie Warszawa Nowa Praga, ul. Strzelecka;Nowa Praga;35.75;1
788000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;33.6;1
913000;Mieszkanie Warszawa Sielce, ul. Podchorążych;Sielce;62.42;3
840000;Mieszkanie Warszawa Stary Żoliborz;Stary Żoliborz;44.0;2
455000;Mieszkanie Warszawa Grochów;Grochów;36.6;2
739000;Mieszkanie Warszawa Mokotów, ul. Bartycka;Mokotów;48.32;1
1200000;Mieszkanie Warszawa Śródmieście, ul. Solec;Śródmieście;60.0;2
599000;Mieszkanie Warszawa Mokotów;Mokotów;43.0;2
789800;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;55.71;2
1215333;Nowe mieszkanie Warszawa;mazowieckie;61.57;3
259000;Mieszkanie 59m2 po remoncie, 40km od granic Warszawy, z działką 250m2;mazowieckie;59.0;3
610000;Mieszkanie Warszawa Wola, ul. Mordechaja Anielewicza;Wola;49.0;2
460000;Mieszkanie Warszawa Śródmieście;Śródmieście;23.5;1
860000;Mieszkanie Warszawa Targówek, ul. Gajkowicza;Targówek;86.0;4
1890000;Mieszkanie Warszawa Mokotów, ul. Sułkowicka;Mokotów;125.0;3
1650000;Mieszkanie Warszawa Śródmieście;Śródmieście;86.0;3
740000;Mieszkanie Warszawa Śródmieście, ul. Chmielna;Śródmieście;54.4;3
525000;Mieszkanie Warszawa Gocław, ul. Łukowska;Gocław;47.0;2
739000;Nowe mieszkanie Warszawa Praga-Północ, ul. Kotsisa;Praga-Północ;60.0;3
1200000;Mieszkanie Warszawa Praga-Południe, ul. Jana Nowaka - Jeziorańskiego;Praga-Południe;89.0;3
684800;Mieszkanie Warszawa Praga-Południe, ul. Jugosłowiańska;Praga-Południe;42.8;2
1350000;Mieszkanie Warszawa Czyste, ul. Karolkowa;Czyste;68.0;3
775000;Mieszkanie Warszawa Muranów, ul. Pokorna;Muranów;39.26;2
489000;Mieszkanie Warszawa Praga-Północ, ul. Plac gen. Józefa Hallera;Praga-Północ;40.0;2
650000;Mieszkanie Warszawa Wola, ul. Złota;Wola;38.8;2
515000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;48.5;3
449000;Mieszkanie Warszawa Grochów, ul. Darłowska;Grochów;37.0;2
1500000;Mieszkanie Warszawa Śródmieście;Śródmieście;93.0;3
475500;Mieszkanie Warszawa Wola, ul. Miła;Wola;28.3;1
785000;Mieszkanie Warszawa Muranów, ul. Dzielna;Muranów;50.0;2
8558550;Nowe mieszkanie Warszawa Wola, ul. Krochmalna;Wola;271.14;7
852000;Mieszkanie Warszawa Ochota, ul. Stefana Banacha;Ochota;71.16;3
670000;Mieszkanie Warszawa Mirów;Mirów;58.5;3
639000;Mieszkanie Warszawa Stary Mokotów, ul. Racławicka;Stary Mokotów;39.46;2
635000;Mieszkanie Warszawa Młynów, ul. Syreny;Młynów;52.7;2
650000;Mieszkanie Warszawa Praga-Północ, ul. Białostocka;Praga-Północ;46.0;2
809000;Mieszkanie Warszawa Gocław, ul. Jeziorańskiego;Gocław;57.6;2
1700000;Mieszkanie Warszawa Śródmieście, ul. Jana Pawła II;Śródmieście;94.1;4
1200000;Mieszkanie Warszawa Śródmieście, ul. Miła;Śródmieście;82.0;3
1167000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;40.01;2
680000;Mieszkanie Warszawa Gocław, ul. Bora-Komorowskiego;Gocław;63.6;3
1200000;Mieszkanie Warszawa Śródmieście;Śródmieście;49.0;2
1400000;Mieszkanie Warszawa Praga-Północ, ul. Ząbkowska;Praga-Północ;140.86;3
4325000;Mieszkanie Warszawa Mokotów, ul. Jazgarzewska;Mokotów;173.0;4
650000;Mieszkanie Warszawa Praga-Południe, ul. Grochowska;Praga-Południe;40.1;2
2400000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka 3;Wola;110.0;4
759000;Mieszkanie Warszawa Targówek, ul. Rembrandta;Targówek;46.03;2
650000;Mieszkanie Warszawa Targówek, ul. Orłowska;Targówek;56.0;3
499000;Mieszkanie Warszawa Targówek, ul. Ponarska;Targówek;37.0;2
751284;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;56.53;3
1079900;Mieszkanie Warszawa Czyste, ul. Giełdowa;Czyste;60.0;3
529000;Mieszkanie Warszawa Śródmieście Południowe, ul. Wyzwolenia 14A;Śródmieście Południowe;24.45;1
630000;Mieszkanie Warszawa Praga-Południe, ul. Komorska;Praga-Południe;46.4;2
920000;Mieszkanie Warszawa Muranów;Muranów;64.85;3
920000;Mieszkanie Warszawa Śródmieście, ul. Plac Zbawiciela;Śródmieście;48.52;2
723371;Nowe mieszkanie Warszawa;mazowieckie;43.42;2
650000;Mieszkanie Warszawa Muranów;Muranów;50.0;2
795900;Nowe mieszkanie Warszawa;mazowieckie;44.5;2
500000;Mieszkanie Warszawa Mokotów, ul. Piaseczyńska;Mokotów;37.0;2
1350000;Mieszkanie Warszawa Saska Kępa, ul. Jeziorańskiego;Saska Kępa;87.27;4
699000;Mieszkanie Warszawa Olszynka Grochowska, ul. Boremlowska;Olszynka Grochowska;51.6;3
1180000;Mieszkanie Warszawa Górny Mokotów, ul. Żaryna;Górny Mokotów;64.0;3
671717;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;50.0;2
680000;Mieszkanie Warszawa Saska Kępa;Saska Kępa;57.0;3
830000;Nowe mieszkanie Warszawa;mazowieckie;134.0;4
1300000;Mieszkanie Warszawa Stare Miasto, ul. Piwna;Stare Miasto;85.0;2
630708;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;38.66;2
960000;Mieszkanie Warszawa Śródmieście, ul. Sienna;Śródmieście;32.16;1
1310000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka 3;Wola;83.0;3
518000;Mieszkanie Warszawa Grochów, ul. Wojciecha Chrzanowskiego;Grochów;49.0;2
1790000;Mieszkanie Warszawa Wola, ul. Okopowa;Wola;112.44;4
449000;Mieszkanie Warszawa Praga-Południe, ul. Wiatraczna;Praga-Południe;35.0;1
581900;Nowe mieszkanie Warszawa Siekierki, ul. Polska;Siekierki;46.27;2
630000;Mieszkanie Warszawa Praga-Południe, ul. Komorska;Praga-Południe;56.6;2
850000;Mieszkanie Warszawa Praga-Południe, ul. Żupnicza;Praga-Południe;47.34;2
685000;Mieszkanie Warszawa Śródmieście;Śródmieście;38.0;2
699900;Mieszkanie Warszawa Śródmieście;Śródmieście;44.0;2
3150000;Mieszkanie Warszawa Śródmieście, ul. Złota;Śródmieście;63.0;2
650000;Mieszkanie Warszawa Saska Kępa, ul. Afrykańska;Saska Kępa;47.0;3
720000;Mieszkanie Warszawa Śródmieście, ul. Kopernika;Śródmieście;33.25;1
599000;Mieszkanie Warszawa Żoliborz, ul. Przasnyska;Żoliborz;32.5;2
2300000;Mieszkanie Warszawa Praga-Północ, ul. Krowia;Praga-Północ;92.0;4
615000;Mieszkanie Warszawa Śródmieście, ul. Traugutta;Śródmieście;20.0;2
1025000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;82.39;3
748000;Mieszkanie Warszawa Żoliborz;Żoliborz;47.0;2
419000;Mieszkanie Warszawa Muranów;Muranów;26.5;1
528700;Nowe mieszkanie Warszawa Mokotów, ul. Polska;Mokotów;39.91;2
580000;Mieszkanie Warszawa Praga-Południe, ul. Stanisławowska;Praga-Południe;36.0;2
419000;Mieszkanie Warszawa Żoliborz, ul. Broniewskiego;Żoliborz;27.0;1
919350;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;34.05;1
2762983;Nowe mieszkanie Warszawa;mazowieckie;160.0;5
1902480;Nowe mieszkanie Warszawa Powiśle;Powiśle;79.29;3
819999;Mieszkanie Warszawa Śródmieście;Śródmieście;47.16;3
830000;Mieszkanie Warszawa Gocław, ul. Jugosłowiańska;Gocław;62.2;3
549000;Mieszkanie Warszawa Grochów, ul. Kinowa;Grochów;38.0;2
599000;Mieszkanie Warszawa Praga-Północ, ul. Ząbkowska;Praga-Północ;37.0;2
1459000;Mieszkanie Warszawa Mirów;Mirów;79.4;3
415000;Mieszkanie Warszawa Wola, ul. Krochmalna;Wola;27.29;1
499000;Mieszkanie Warszawa Nowa Praga, ul. Karola Darwina;Nowa Praga;37.0;1
499000;Mieszkanie Warszawa Kamionek, ul. Grochowska;Kamionek;32.9;1
779000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;44.3;2
1490000;Mieszkanie Warszawa Mokotów, ul. Władysława Pytlasińskiego;Mokotów;115.0;4
480000;Mieszkanie Warszawa Praga-Południe, ul. Waszyngtona;Praga-Południe;35.2;2
1400000;Mieszkanie Warszawa Śródmieście, ul. Kredytowa;Śródmieście;68.0;2
839000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;33.0;1
790000;Mieszkanie Warszawa Praga-Południe, ul. Plac Szembeka;Praga-Południe;59.0;3
1500000;Mieszkanie Warszawa Powiśle, ul. 3 Maja;Powiśle;87.9;3
800000;Mieszkanie Warszawa Gocław, ul. Jugosłowiańska;Gocław;48.0;2
7000000;Mieszkanie Warszawa Śródmieście;Śródmieście;165.0;4
3280000;Mieszkanie Warszawa Śródmieście, ul. Nalewki;Śródmieście;165.2;4
645000;Mieszkanie Warszawa Śródmieście Północne;Śródmieście Północne;38.8;2
1150000;Mieszkanie Warszawa Gocławek, ul. Łukowska;Gocławek;108.0;5
420000;Mieszkanie Warszawa Żoliborz;Żoliborz;29.0;1
1310000;Bezpośrednio-3 pokojowy apartament na Woli z dużym tarasem na sprzedaż;Wola;83.0;3
699000;Mieszkanie Warszawa Grochów, ul. Kordeckiego;Grochów;49.0;2
404999;Mieszkanie Warszawa Saska Kępa, ul. Brazylijska;Saska Kępa;27.39;1
1461240;Mieszkanie Warszawa Wola, ul. Łucka;Wola;119.0;4
460000;Mieszkanie Warszawa Młynów, ul. Grenady;Młynów;37.0;2
420000;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;29.0;1
430000;Mieszkanie Warszawa Mokotów, ul. Gagarina;Mokotów;38.0;2
717500;Mieszkanie Warszawa Praga-Południe, ul. Terespolska;Praga-Południe;48.15;3
508800;Nowe mieszkanie Warszawa, ul. Złota;mazowieckie;48.0;2
1300000;Mieszkanie Warszawa Śródmieście, ul. Traugutta;Śródmieście;74.9;3
690000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;61.0;3
620000;Mieszkanie Warszawa Muranów, ul. Jana Pawła II;Muranów;50.0;3
615000;Mieszkanie Warszawa Śródmieście, ul. Traugutta 3;Śródmieście;30.0;2
1280000;Mieszkanie Warszawa Stara Praga;Stara Praga;92.0;4
739000;Mieszkanie Warszawa Praga-Południe, ul. Czapelska 38;Praga-Południe;56.0;2
1160000;Nowe mieszkanie Warszawa Powiśle;Powiśle;50.0;2
530000;Mieszkanie Warszawa Targówek, ul. Ponarska;Targówek;37.0;2
925183;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;46.93;2
640000;Mieszkanie Warszawa Muranów, ul. Jana Pawła II;Muranów;47.0;3
3700000;Mieszkanie Warszawa Mokotów, ul. Podchorążych;Mokotów;185.0;4
6076000;Mieszkanie Warszawa Śródmieście, ul. Jana Pawła II;Śródmieście;320.0;4
997000;Mieszkanie Warszawa Śródmieście, ul. Rondo Onz;Śródmieście;63.5;3
936028;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;67.99;3
539000;Mieszkanie Warszawa Żoliborz, ul. Koźmiana;Żoliborz;46.0;3
1690000;Mieszkanie Warszawa Wola, ul. Zawiszy;Wola;113.0;4
800000;Mieszkanie Warszawa Mokotów, ul. Puławska;Mokotów;48.2;2
420000;Mieszkanie Warszawa Mokotów, ul. Piwarskiego;Mokotów;37.5;2
759000;Mieszkanie Warszawa Grochów, ul. Kordeckiego;Grochów;59.5;3
749000;Mieszkanie Warszawa Śródmieście;Śródmieście;36.0;2
789000;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;74.0;4
1569000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;61.71;3
419000;Mieszkanie Warszawa Muranów;Muranów;29.0;2
1459000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;83.45;4
620000;Mieszkanie Warszawa Praga-Południe, ul. Orlego Lotu;Praga-Południe;63.0;3
6117943;Nowe mieszkanie Warszawa Mirów, ul. Ogrodowa;Mirów;247.69;6
739000;Mieszkanie Warszawa Mokotów, ul. Czerniakowska;Mokotów;64.2;3
960000;Mieszkanie Warszawa Górny Mokotów;Górny Mokotów;72.12;3
935000;Mieszkanie Warszawa Wola, ul. Emila Zegadłowicza;Wola;82.0;4
1149000;Mieszkanie Warszawa Śródmieście;Śródmieście;66.0;3
3200000;Mieszkanie Warszawa Śródmieście, ul. Bonifraterska;Śródmieście;138.0;4
910000;Mieszkanie Warszawa Mokotów, ul. Różana;Mokotów;60.0;2
837000;Nowe mieszkanie Warszawa Kamionek, ul. Mińska;Kamionek;52.74;3
2400000;Mieszkanie Warszawa Żoliborz, ul. Przasnyska;Żoliborz;83.4;4
659000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;59.0;3
850000;Mieszkanie Warszawa Śródmieście, ul. 29 Listopada;Śródmieście;66.38;3
528000;Mieszkanie Warszawa Stary Mokotów;Stary Mokotów;41.0;2
1275000;Mieszkanie Warszawa Mokotów, ul. Bobrowiecka;Mokotów;85.0;3
490000;Mieszkanie Warszawa Praga-Północ, ul. Markowska;Praga-Północ;48.0;3
435000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;37.0;2
400000;Mieszkanie Warszawa Śródmieście, ul. Ciasna;Śródmieście;21.1;1
6000000;Mieszkanie Warszawa Śródmieście, ul. Noakowskiego;Śródmieście;209.0;5
472000;Mieszkanie Warszawa Żoliborz, ul. Dymińska;Żoliborz;37.0;2
1690000;Mieszkanie Warszawa Wola, ul. Chłodna;Wola;89.5;3
1110000;Nowe mieszkanie Warszawa;mazowieckie;56.85;3
865000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;70.0;3
745000;Mieszkanie Warszawa Praga-Południe, ul. Umińskiego;Praga-Południe;62.8;3
530000;Mieszkanie Warszawa Praga-Północ;Praga-Północ;42.0;2
451606;Nowe mieszkanie Warszawa Grochów, ul. Podskarbińska;Grochów;32.26;1
1100000;Mieszkanie Warszawa Żoliborz, ul. Przasnyska;Żoliborz;52.0;2
725800;Mieszkanie Warszawa Targówek, ul. Mokra;Targówek;55.0;2
590000;Mieszkanie Warszawa Gocław, ul. Ostrzycka 1/3;Gocław;57.0;3
559550;Nowe mieszkanie Warszawa;mazowieckie;28.0;1
1420000;Mieszkanie Warszawa Saska Kępa, ul. Jeziorańskiego;Saska Kępa;87.27;4
630000;Mieszkanie Warszawa Śródmieście, ul. Polna;Śródmieście;35.36;1
3200000;Mieszkanie Warszawa Nowe Miasto, ul. Bonifraterska;Nowe Miasto;120.0;4
1550000;Mieszkanie Warszawa Żoliborz;Żoliborz;70.0;3
647000;Mieszkanie Warszawa Śródmieście, ul. Jana Pawła II;Śródmieście;42.16;2
540000;Mieszkanie Warszawa Ochota, ul. Grójecka;Ochota;45.14;2
445000;Mieszkanie Warszawa Praga-Północ, ul. Jagiellońska;Praga-Północ;32.0;1
590000;Mieszkanie Warszawa Zacisze, ul. św. Wincentego;Zacisze;40.35;2
390000;Mieszkanie Warszawa Targówek, ul. Mokra;Targówek;36.2;2
815000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;60.5;3
648868;Nowe mieszkanie Warszawa Mokotów, ul. Bluszczańska;Mokotów;39.24;2
1530000;Mieszkanie Warszawa Śródmieście;Śródmieście;105.0;3
1395680;Nowe mieszkanie Warszawa Saska Kępa, ul. Stanisława Augusta;Saska Kępa;63.44;3
680000;Mieszkanie Warszawa Nowe Miasto, ul. Lewartowskiego;Nowe Miasto;35.0;2
510000;Mieszkanie Warszawa Praga-Północ, ul. Kijowska;Praga-Północ;48.0;3
1250000;Mieszkanie Warszawa Ochota, ul. Sękocińska;Ochota;102.0;4
657000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;50.7;2
600000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;48.0;2
1100000;Mieszkanie Warszawa Żoliborz, ul. Krasińskiego;Żoliborz;75.0;3
1499000;Mieszkanie Warszawa Śródmieście Południowe, ul. Piękna;Śródmieście Południowe;59.47;2
545000;Mieszkanie Warszawa, ul. Czerniakowska;mazowieckie;47.0;3
1550000;Mieszkanie Warszawa Śródmieście, ul. Wilcza;Śródmieście;46.0;2
900000;Mieszkanie Warszawa Powązki, ul. Kolska 11A;Powązki;50.63;2
2218000;Mieszkanie Warszawa Powiśle;Powiśle;115.4;4
825000;Mieszkanie Warszawa Wola, ul. Krochmalna;Wola;30.0;1
547200;Nowe mieszkanie Warszawa;mazowieckie;57.0;2
2550000;Mieszkanie Warszawa Mokotów, ul. Różana;Mokotów;137.81;4
558000;Mieszkanie Warszawa Sielce, ul. Podchorążych;Sielce;39.33;1
3600000;Mieszkanie Warszawa Mokotów, ul. Zbyszka Cybulskiego;Mokotów;144.0;4
790000;Mieszkanie Warszawa Grochów, ul. Kordeckiego;Grochów;60.0;3
5000000;Mieszkanie Warszawa Śródmieście, ul. Niecała;Śródmieście;119.16;3
1998000;Mieszkanie Warszawa Praga-Północ, ul. Targowa;Praga-Północ;145.0;5
1490000;Mieszkanie Warszawa Mokotów, ul. Pytlasińskiego;Mokotów;115.0;4
799000;Mieszkanie Warszawa Praga-Południe, ul. Igańska;Praga-Południe;62.5;3
377977;Kawalerka z widokiem na park blisko ronda Wiatraczna;Praga-Południe;23.5;1
1450000;Mieszkanie Warszawa Śródmieście, ul. Koszykowa;Śródmieście;65.0;2
740000;Mieszkanie Warszawa Nowolipki, ul. Nowolipki 30;Nowolipki;53.05;2
768000;Mieszkanie Warszawa Wola, ul. Syreny;Wola;41.2;2
1450000;Mieszkanie Warszawa, ul. Hoża;mazowieckie;54.34;2
755000;Mieszkanie Warszawa Gocław, ul. Dedala;Gocław;60.0;2
750000;Mieszkanie Warszawa Powiśle, ul. św. Franciszka;Powiśle;44.17;3
1800000;Mieszkanie Warszawa Stare Miasto;Stare Miasto;96.25;3
9800000;Mieszkanie Warszawa Mokotów;Mokotów;258.67;5
1359332;Nowe mieszkanie Warszawa Siekierki, ul. Polska;Siekierki;102.25;4
1100000;Mieszkanie Warszawa Śródmieście, ul. Górnośląska;Śródmieście;45.0;2
495000;Mieszkanie Warszawa Stara Praga, ul. Świętych Cyryla i Metodego;Stara Praga;44.0;3
460000;Mieszkanie Warszawa Praga-Północ, ul. Radzymińska;Praga-Północ;37.0;2
485000;Mieszkanie Warszawa Wola, ul. Wierzynka;Wola;38.28;2
2220000;Mieszkanie Warszawa Śródmieście, ul. Grzybowska;Śródmieście;107.6;3
690000;Mieszkanie Warszawa Śródmieście, ul. Lewartowskiego;Śródmieście;35.0;2
864688;Mieszkanie Warszawa Mirów, ul. Krochmalna 56;Mirów;29.92;1
1350000;Mieszkanie Warszawa Saska Kępa;Saska Kępa;87.27;4
879000;Mieszkanie Warszawa Mokotów, ul. Kwiatowa;Mokotów;49.0;2
549000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;46.6;2
1770000;Mieszkanie Warszawa Praga-Północ, ul. Markowska;Praga-Północ;77.0;3
560000;Dwa pokoje+balkon Warszawa Żoliborz;Żoliborz;34.7;2
829000;Mieszkanie Warszawa Śródmieście;Śródmieście;55.0;2
2399000;Mieszkanie Warszawa Muranów, ul. Słomińskiego;Muranów;135.6;3
649000;Mieszkanie Warszawa Praga-Południe, ul. Serocka;Praga-Południe;56.0;3
790000;Mieszkanie Warszawa Mokotów, ul. Górska;Mokotów;51.0;2
779900;Mieszkanie Warszawa Śródmieście;Śródmieście;48.9;3
657700;Mieszkanie Warszawa Mokotów;Mokotów;46.0;2
650853;Nowe mieszkanie Warszawa;mazowieckie;39.36;2
493452;Mieszkanie Warszawa Stary Mokotów;Stary Mokotów;30.46;2
695000;Mieszkanie Warszawa Śródmieście Północne, ul. Marszałkowska;Śródmieście Północne;39.0;2
1023000;Mieszkanie Warszawa Śródmieście, ul. Elektoralna;Śródmieście;66.0;3
1350000;Nowe mieszkanie Warszawa Wola, ul. Syreny;Wola;75.0;4
5800000;Mieszkanie Warszawa Powiśle, ul. Leszczyńska;Powiśle;165.0;5
839000;Mieszkanie Warszawa Śródmieście, ul. Chmielna;Śródmieście;52.14;2
3800000;Nowe mieszkanie Warszawa Śródmieście, ul. Hoża;Śródmieście;223.0;6
500000;Nowe mieszkanie Warszawa Kamionek, ul. Żupnicza;Kamionek;34.72;2
415000;Mieszkanie Warszawa Śródmieście;Śródmieście;27.0;1
1710000;Mieszkanie Warszawa Śródmieście, ul. Piękna;Śródmieście;82.76;3
1213290;Mieszkanie Warszawa Żoliborz, ul. Stanisława Dygata;Żoliborz;66.3;3
530250;Mieszkanie Warszawa Czerniaków, ul. Zwierzyniecka;Czerniaków;35.35;1
729000;Mieszkanie Warszawa Śródmieście, ul. Fabryczna;Śródmieście;47.1;3
460000;Mieszkanie Warszawa Mokotów, ul. Puławska;Mokotów;38.0;2
1300000;Mieszkanie Warszawa Wola, ul. Banderii;Wola;78.0;3
557700;39 m2 - gotowe do zamieszkania, obok Ronda Wiatraczna;Praga-Południe;39.0;2
559000;Mieszkanie Warszawa Grochów, ul. Garwolińska;Grochów;48.0;3
525000;Mieszkanie Warszawa Grochów, ul. Boremlowska;Grochów;43.0;2
739000;Mieszkanie Warszawa Czerniaków, ul. Czerniakowska;Czerniaków;64.0;3
926000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;41.3;2
759000;Mieszkanie Warszawa Praga-Południe, ul. Skalskiego gen. Stanisława;Praga-Południe;46.4;2
795000;Mieszkanie Warszawa Wola, ul. Miła;Wola;36.23;2
579000;Mieszkanie Warszawa Wola, ul. Siedmiogrodzka;Wola;26.26;1
2596000;Mieszkanie Warszawa Śródmieście, ul. Nowiniarska;Śródmieście;103.41;4
900000;Mieszkanie Warszawa Śródmieście, ul. Nowy Świat;Śródmieście;47.73;2
569900;Mieszkanie Warszawa Targówek, ul. Mokra;Targówek;58.5;3
6870000;Mieszkanie Warszawa Mokotów, ul. Zajączkowska;Mokotów;253.0;5
589000;Mieszkanie Warszawa Praga-Północ, ul. Wileńska;Praga-Północ;50.0;2
1210000;Mieszkanie Warszawa Stare Miasto, ul. Mostowa;Stare Miasto;55.0;3
1799000;Mieszkanie Warszawa Powiśle, ul. Rozbrat;Powiśle;98.0;3
997000;Mieszkanie Warszawa Praga-Północ, ul. Targowa;Praga-Północ;61.39;2
849905;Nowe mieszkanie Warszawa Praga-Południe;Praga-Południe;64.73;3
910000;Mieszkanie Warszawa Żoliborz;Żoliborz;64.0;2
649000;Mieszkanie Warszawa Wola, ul. Rabsztyńska;Wola;55.0;2
499000;Mieszkanie Warszawa Gocław, ul. Jantarowy Szlak;Gocław;42.0;2
1549000;Mieszkanie Warszawa Stare Miasto, ul. Piwna;Stare Miasto;100.0;3
7000000;Mieszkanie Warszawa Śródmieście, ul. Mokotowska;Śródmieście;192.0;6
649000;Mieszkanie Warszawa Praga-Południe, ul. Ostrobramska;Praga-Południe;59.0;3
960000;Mieszkanie Warszawa Wola, ul. Gibalskiego;Wola;68.3;3
1118000;Mieszkanie Warszawa Wola, ul. Żelazna;Wola;118.0;3
798000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;31.1;1
699000;Mieszkanie Warszawa Mokotów, ul. Tadeusza Rejtana;Mokotów;49.3;3
998000;Mieszkanie Warszawa Śródmieście, ul. Solidarności;Śródmieście;55.8;3
440000;Mieszkanie Warszawa Śródmieście, ul. 29 Listopada;Śródmieście;28.0;1
1400000;Mieszkanie Warszawa Wola, ul. Niska;Wola;54.0;2
2723000;Nowe mieszkanie Warszawa Wola, ul. Kolejowa;Wola;112.91;5
430000;Mieszkanie Warszawa Saska Kępa, ul. Francuska;Saska Kępa;27.0;1
1751000;Nowe mieszkanie Warszawa Śródmieście, ul. Grzybowska 37;Śródmieście;69.14;3
690000;Mieszkanie Warszawa Olszynka Grochowska, ul. Osowska;Olszynka Grochowska;67.1;3
876000;Mieszkanie Warszawa Śródmieście, ul. Giełdowa;Śródmieście;40.0;2
2499000;Mieszkanie Warszawa Czyste, ul. Siedmiogrodzka;Czyste;110.0;4
826000;Mieszkanie Warszawa Żoliborz, ul. Krajewskiego;Żoliborz;55.0;3
380000;Mieszkanie Warszawa Szmulowizna, ul. Tysiąclecia;Szmulowizna;38.0;2
2277000;Mieszkanie Warszawa Śródmieście, ul. Aleje Ujazdowskie;Śródmieście;69.0;3
990000;Mieszkanie Warszawa Stare Miasto, ul. Piwna;Stare Miasto;50.0;2
1300000;Mieszkanie Warszawa Praga-Południe, ul. Zbaraska;Praga-Południe;109.4;4
745000;Mieszkanie Warszawa Praga-Południe, ul. Czapelska;Praga-Południe;56.0;2
549000;Mieszkanie Warszawa Grochów, ul. Łukowska;Grochów;62.0;3
420000;Nowe mieszkanie Warszawa Kamionek, ul. Żupnicza;Kamionek;30.2;1
670000;Mieszkanie Warszawa Targówek, ul. Janinówka;Targówek;56.0;3
499000;Mieszkanie 37 m2 Stara Ochota;Stara Ochota;37.0;2
1450000;Mieszkanie Warszawa Mirów, ul. Łucka;Mirów;105.0;4
9800000;Mieszkanie Warszawa Mokotów;Mokotów;258.67;5
878800;Nowe mieszkanie Warszawa Siekierki;Siekierki;56.02;3
389000;Nowe mieszkanie Warszawa Mokotów, ul. Batorego 16;Mokotów;31.04;2
420000;Mieszkanie Warszawa Wola, ul. Smocza;Wola;26.4;1
795000;Mieszkanie Warszawa Saska Kępa, ul. Niekłańska;Saska Kępa;39.32;2
1444000;Mieszkanie Warszawa Śródmieście, ul. Plac Konstytucji;Śródmieście;76.0;3
1600000;Mieszkanie Warszawa Wola, ul. Ogrodowa;Wola;117.0;5
1550000;Mieszkanie Warszawa Śródmieście, ul. Bagno;Śródmieście;72.0;1
799000;Mieszkanie Warszawa Wola, ul. Jana Pawła II;Wola;57.0;3
455000;Mieszkanie Warszawa Praga-Południe;Praga-Południe;38.0;2
584463;Mieszkanie Warszawa Śródmieście, ul. Solidarności;Śródmieście;34.06;2
756000;Mieszkanie Warszawa Muranów, ul. Nowolipki;Muranów;56.0;3
5950000;Mieszkanie Warszawa Śródmieście, ul. Krzysztofa Kamila Baczyńskiego;Śródmieście;179.9;4
1102390;Nowe mieszkanie Warszawa Wola;Wola;45.1;2
539000;Mieszkanie Warszawa Zacisze, ul. Wojskowa;Zacisze;41.0;2
777000;Mieszkanie Warszawa Mokotów, al. Niepodległości;Mokotów;55.0;3
1024000;Mieszkanie Warszawa Mokotów, ul. Sułkowicka;Mokotów;51.24;2
790000;Mieszkanie Warszawa Gocław;Gocław;78.5;4
